PPDB Ref no,Pesticide,Chemical Name (CAS),CAS RN,Plant,Scientific name,Study location,Matrix,IN or ON matrix,Field or Undercover,Min (days),Max (days),Mean (days),SMILES
86,Boscalid,"2-chloro-N-(4'-chloro[1,1'-biphenyl]-2-yl)-3-pyridinecarboxamide",188425-85-6,Tomato,Lycopersicon esculentum Mill. var. Marissa,Poland,Fruit,I,U,2.88,2.88,2.88,Clc1ccc(cc1)c2ccccc2NC(=O)c3cccnc3Cl
86,Boscalid,"2-chloro-N-(4'-chloro[1,1'-biphenyl]-2-yl)-3-pyridinecarboxamide",188425-85-6,Tomato,Lycopersicon esculentum Mill. var. Harzfeuer,Poland,Fruit,I,U,3.09,3.09,3.09,Clc1ccc(cc1)c2ccccc2NC(=O)c3cccnc3Cl
93,Bromophos,"O-(4-bromo-2,5-dichlorophenyl) O,O-dimethyl phosphorothioate",2104-96-3,Clover,Trifolium spp.,Egypt,Leaves,O,F,1.3,1.4,1.4,CO[P](=S)(OC)Oc1cc(Cl)c(Br)cc1Cl
93,Bromophos,"O-(4-bromo-2,5-dichlorophenyl) O,O-dimethyl phosphorothioate",2104-96-3,Tomato,Lycopersicon esculentum Mill.,Germany,Leaves,I,U,0.35,0.35,0.35,CO[P](=S)(OC)Oc1cc(Cl)c(Br)cc1Cl
95,Bromopropylate,1-methylethyl 4-bromo-alpha-(4-bromophenyl)-alpha-hydroxybenzeneacetate,18181-80-1,Artichoke,Cynara scolymus,Spain,Heart,I,F,1.9,2.13,2.02,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2
95,Bromopropylate,1-methylethyl 4-bromo-alpha-(4-bromophenyl)-alpha-hydroxybenzeneacetate,18181-80-1,Artichoke,Cynara scolymus,Spain,Fruit,I,F,2.01,2.1,2.06,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2
95,Bromopropylate,1-methylethyl 4-bromo-alpha-(4-bromophenyl)-alpha-hydroxybenzeneacetate,18181-80-1,Green bean,Phaseolus vulgaris var. Strike,Spain,Fruit,I,F,13.86,17.77,15.82,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2
95,Bromopropylate,1-methylethyl 4-bromo-alpha-(4-bromophenyl)-alpha-hydroxybenzeneacetate,18181-80-1,Strawberry,Fragaria x ananassa var. Chandler,Spain,Fruit,I,F,3.11,3.25,3.18,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2
95,Bromopropylate,1-methylethyl 4-bromo-alpha-(4-bromophenyl)-alpha-hydroxybenzeneacetate,18181-80-1,Tomato,Lycopersicon esculentum Mill.,*,Fruit,I,U,7.7,7.7,7.7,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2
96,Bromoxynil,"3,5-dibromo-4-hydroxybenzonitrile",1689-84-5,Maize,Zea mays (summer grown),China,Seedlings,I,F,1.1,1.18,1.14,Oc1c(Br)cc(cc1Br)C#N
96,Bromoxynil,"3,5-dibromo-4-hydroxybenzonitrile",1689-84-5,Wheat (spring),Triticum aestivum L. var. Neepawa,Canada,Straw,I,F,3.19,3.19,3.19,Oc1c(Br)cc(cc1Br)C#N
99,Bupirimate,5-butyl-2-(ethylamino)-6-methyl-4-pyrimidinyl dimethylsulfamate,41483-43-6,Cucumber,Cucumis sativus L.,Netherlands,Leaves,O,U,3.5,3.5,3.5,CCCCc1c(C)nc(NCC)nc1O[S](=O)(=O)N(C)C
100,Buprofezin,"2-((1,1-dimethylethyl)imino)tetrahydro-3-(1-methylethyl)-5-phenyl-4H-1,3,5-thiadiazin-4-one",69327-76-0,Clementine,Citrus clementina cv. SRA 63,Italy,Pulp,I,F,3.54,3.54,3.54,CC(C)N1C(=O)N(CSC1=NC(C)(C)C)c2ccccc2
100,Buprofezin,"2-((1,1-dimethylethyl)imino)tetrahydro-3-(1-methylethyl)-5-phenyl-4H-1,3,5-thiadiazin-4-one",69327-76-0,Clementine,Citrus clementina cv. SRA 63,Italy,Fruit,I,F,5.82,5.82,5.82,CC(C)N1C(=O)N(CSC1=NC(C)(C)C)c2ccccc2
100,Buprofezin,"2-((1,1-dimethylethyl)imino)tetrahydro-3-(1-methylethyl)-5-phenyl-4H-1,3,5-thiadiazin-4-one",69327-76-0,Clementine,Citrus clementina cv. SRA 63,Italy,Peel,I,F,6.08,6.08,6.08,CC(C)N1C(=O)N(CSC1=NC(C)(C)C)c2ccccc2
100,Buprofezin,"2-((1,1-dimethylethyl)imino)tetrahydro-3-(1-methylethyl)-5-phenyl-4H-1,3,5-thiadiazin-4-one",69327-76-0,Eggplant,Solanum melongena var. Madonna,Spain,Fruit,I,U,3.1,6.1,4.6,CC(C)N1C(=O)N(CSC1=NC(C)(C)C)c2ccccc2
100,Buprofezin,"2-((1,1-dimethylethyl)imino)tetrahydro-3-(1-methylethyl)-5-phenyl-4H-1,3,5-thiadiazin-4-one",69327-76-0,Grape,Vitis vinifera L. var. Thompson Seedless,Chile,Fruit,I,F,3.0,5.0,4.0,CC(C)N1C(=O)N(CSC1=NC(C)(C)C)c2ccccc2
100,Buprofezin,"2-((1,1-dimethylethyl)imino)tetrahydro-3-(1-methylethyl)-5-phenyl-4H-1,3,5-thiadiazin-4-one",69327-76-0,Grape,Vitis vinifera L. var. Savignon Blanc ,Chile,Fruit,I,F,10.8,10.8,10.8,CC(C)N1C(=O)N(CSC1=NC(C)(C)C)c2ccccc2
100,Buprofezin,"2-((1,1-dimethylethyl)imino)tetrahydro-3-(1-methylethyl)-5-phenyl-4H-1,3,5-thiadiazin-4-one",69327-76-0,Olive,Olea europaea,Italy,Fruit,I,F,9.5,13.4,11.45,CC(C)N1C(=O)N(CSC1=NC(C)(C)C)c2ccccc2
100,Buprofezin,"2-((1,1-dimethylethyl)imino)tetrahydro-3-(1-methylethyl)-5-phenyl-4H-1,3,5-thiadiazin-4-one",69327-76-0,Melon (Oriental),Cucumis melon var. Makuwa,Republic of Korea,Fruit,I,F,3.0,3.9,3.45,CC(C)N1C(=O)N(CSC1=NC(C)(C)C)c2ccccc2
100,Buprofezin,"2-((1,1-dimethylethyl)imino)tetrahydro-3-(1-methylethyl)-5-phenyl-4H-1,3,5-thiadiazin-4-one",69327-76-0,Pepper,Capsicum annuum L. cv. Almuden,Spain,Fruit,I,U,16.28,16.28,16.28,CC(C)N1C(=O)N(CSC1=NC(C)(C)C)c2ccccc2
100,Buprofezin,"2-((1,1-dimethylethyl)imino)tetrahydro-3-(1-methylethyl)-5-phenyl-4H-1,3,5-thiadiazin-4-one",69327-76-0,Pepper,Capsicum annuum L. cv. Almuden,Spain,Fruit,I,X (cold storage),260.4,245.7,253.05,CC(C)N1C(=O)N(CSC1=NC(C)(C)C)c2ccccc2
100,Buprofezin,"2-((1,1-dimethylethyl)imino)tetrahydro-3-(1-methylethyl)-5-phenyl-4H-1,3,5-thiadiazin-4-one",69327-76-0,Pomegranate,Punica granatum var. Bhagwa,India,Fruit,I,F,5.75,5.75,5.75,CC(C)N1C(=O)N(CSC1=NC(C)(C)C)c2ccccc2
106,Cadusafos,"O-ethyl S,S-bis(1-methylpropyl) phosphorodithioate",95465-99-9,Chickpea,Cicer arietinum L. cv. Pulsa 362,India,Fruit,I,F,28.7,29.9,29.3,CCO[P](=O)(SC(C)CC)SC(C)CC
106,Cadusafos,"O-ethyl S,S-bis(1-methylpropyl) phosphorodithioate",95465-99-9,Tomato,Lycopersicon esculentum Mill. cv. Pusa Ruby ,India,Fruit,I,F,21.8,24.2,23.0,CCO[P](=O)(SC(C)CC)SC(C)CC
112,Camphechlor,"2,2,5-endo,6-exo,8,8,9,10-Octachlorobornane",8001-35-2,Alfalfa,Medicago sativa,"CA, USA",Leaves,O,F,5.0,5.0,5.0,ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl
112,Camphechlor,"2,2,5-endo,6-exo,8,8,9,10-Octachlorobornane",8001-35-2,Alfalfa,Medicago sativa,USA,Leaves,I,F,16.0,16.0,16.0,ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl
112,Camphechlor,"2,2,5-endo,6-exo,8,8,9,10-Octachlorobornane",8001-35-2,Birdsfoot trefoil,Lotus corniculatus,"VT, USA",Leaves,O,F,4.9,4.9,4.9,ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl
112,Camphechlor,"2,2,5-endo,6-exo,8,8,9,10-Octachlorobornane",8001-35-2,Collard,Brassica oleracea acephala,"NC, USA",Leaves,I,F,2.3,2.3,2.3,ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl
112,Camphechlor,"2,2,5-endo,6-exo,8,8,9,10-Octachlorobornane",8001-35-2,Cotton,Gossypium hirsutum L.,USA,Leaves,I,X (agro-ecosystem chamber),19.3,19.3,19.3,ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl
112,Camphechlor,"2,2,5-endo,6-exo,8,8,9,10-Octachlorobornane",8001-35-2,Cotton,Gossypium hirsutum L.,"TX, USA",Leaves,O,F,1.6,1.6,1.6,ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl
112,Camphechlor,"2,2,5-endo,6-exo,8,8,9,10-Octachlorobornane",8001-35-2,Cotton,Gossypium hirsutum L.,"MS, USA",Leaves,I,F,7.8,7.8,7.8,ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl
112,Camphechlor,"2,2,5-endo,6-exo,8,8,9,10-Octachlorobornane",8001-35-2,Cotton,Gossypium hirsutum L.,"MD, USA",Leaves,I,F,15.1,15.1,15.1,ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl
112,Camphechlor,"2,2,5-endo,6-exo,8,8,9,10-Octachlorobornane",8001-35-2,Cotton,Gossypium hirsutum L.,"CA, USA",Leaves,I,F,25.2,25.2,25.2,ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl
112,Camphechlor,"2,2,5-endo,6-exo,8,8,9,10-Octachlorobornane",8001-35-2,Kale,Brassica oleracea var. Sabellica,"MD, USA",Leaves,I,F,2.3,2.3,2.3,ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl
112,Camphechlor,"2,2,5-endo,6-exo,8,8,9,10-Octachlorobornane",8001-35-2,Pangola grass,Digitaria eriantha,"FL, USA",Leaves,O,F,1.7,3.7,2.7,ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl
114,Captan,"3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione",133-06-2,Apple,Malus pumila Mill. cv. Brookfield,Italy,Fruit,O,F,4.07,6.06,5.07,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O
114,Captan,"3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione",133-06-2,Apple,Malus pumila Mill. cv. Golden delicious,Italy,Fruit,O,F,6.01,6.06,6.04,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O
114,Captan,"3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione",133-06-2,Apple,Malus pumila Mill.,UK,Fruit,O,F,5.02,10.35,7.69,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O
114,Captan,"3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione",133-06-2,Cauliflower,"Brassica oleracea botrytis L. var. Day Dream, Dunkeld, Cristina, 4085, Sonta & Fargo",Spain,Head,I,F,0.9,0.9,0.9,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O
114,Captan,"3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione",133-06-2,Cherry,Prunus avium,Canada,Fruit,O,F,3.57,8.45,6.01,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O
114,Captan,"3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione",133-06-2,Chinese cabbage,Brassica rapa subsp. pekinensis cv. Kasumi,Canada,Leaves,O,F,1.7,1.7,1.7,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O
114,Captan,"3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione",133-06-2,Grape,Vitis vinifera,Canada,Fruit,O,F,12.84,12.84,12.84,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O
114,Captan,"3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione",133-06-2,Mango,Mangifera indica,*,Fruit,I,F,2.3,2.5,2.4,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O
114,Captan,"3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione",133-06-2,Orchard fruit ,*,Netherlands,Leaves,O,F,10.0,17.0,14.0,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O
114,Captan,"3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione",133-06-2,Pear,Pyrus communis L. cv. Conference,Italy,Fruit,O,F,1.05,1.06,1.06,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O
114,Captan,"3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione",133-06-2,Strawberry,Fragaria x ananassa,"Florida, USA",Leaves,O,F,2.53,6.83,4.68,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O
114,Captan,"3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione",133-06-2,Strawberry,Fragaria x ananassa var. Pajaro,"CA, USA",Fruit,O,F,6.65,6.81,6.73,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O
114,Captan,"3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione",133-06-2,Strawberry,Fragaria x ananassa,USA,Leaves,O,F,7.1,7.1,7.1,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O
114,Captan,"3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione",133-06-2,Strawberry,Fragaria x ananassa,"CA, USA",Leaves,O,*,9.0,9.0,9.0,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O
114,Captan,"3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione",133-06-2,Tomato,Lycopersicon esculentum Mill. cv. Bond,Spain,Fruit,I,U,2.5,2.5,2.5,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O
114,Captan,"3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione",133-06-2,Tomato,Lycopersicon esculentum Mill.,Egypt,Fruit,O,U,2.5,11.2,7.85,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Apple,Malus pumila Mill.,*,Peel,I,*,3.9,3.9,3.9,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Apple,Malus pumila Mill.,*,Flesh,I,*,4.5,4.5,4.5,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Aspen,Populus tremuloides,*,Leaves,O,F,8.0,8.0,8.0,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Banana,Musa spp.,*,Flesh,I,*,4.7,4.7,4.7,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Banana,Musa spp.,*,Peel,I,*,7.6,7.6,7.6,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Cotton,Gossypium hirsutum,"CA, USA",Leaves,O,F,1.0,3.0,2.0,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Cotton,Gossypium hirsutum,"AZ, USA",Leaves,O,F,1.2,1.3,1.25,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Cucumber,Cucumis sativus L.,Iran,Fruit,O,U,3.2,3.2,3.2,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Douglas fir,Pseudotsuga menziesii,USA,Needles,O,F,4.5,4.5,4.5,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Eggplant,Solanum melongena,India,Fruit,O,F,4.13,4.13,4.13,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Forest foliage,*,*,Foliage,O,X (forest),8.0,8.0,8.0,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Geranium,Pelargonium spp.,USA,Leaves,O,F,3.0,3.0,3.0,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Green bean,Phaseolus vulgaris,*,Leaves,O,F,4.0,4.0,4.0,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Jute,Corchorus olitorius,India,Leaves,I,F,2.79,3.16,2.98,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Lettuce,Lactuca sativa,*,Head,O,F,4.0,4.0,4.0,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Lemon,Citrus x limon,"CA, USA",Leaves,O,F,22.0,22.0,22.0,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Lima bean,Phaseolus lunatus L.,"MD, USA",Leaves,I,F,3.5,29.5,16.5,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Mandarin (Kinnow),Citrus reticulata hybrid Kinnow,India,Fruit,I,F,13.15,16.0,14.6,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Onion,Allium cepa,*,Bulb skin,I,F,3.8,3.8,3.8,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Onion,Allium cepa,*,Flesh,I,F,4.0,4.0,4.0,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Orange,Citrus x sinensis,"CA, USA",Leaves,O,F,14.0,14.0,14.0,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Pakchoi,Brassica rapa subsp. chinensis,*,Leaves,I,F,0.5,0.5,0.5,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Pakchoi,Brassica rapa subsp. chinensis,Guam,Leaves,O,F,2.0,2.0,2.0,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Pakchoi,Brassica rapa subsp. chinensis,Guam,Leaves,O,X (75% shade),9.0,9.0,9.0,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Pakchoi,Brassica rapa subsp. chinensis,Guam,Leaves,O,X (56% shade),8.0,8.0,8.0,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Pakchoi,Brassica rapa subsp. chinensis,Guam,Leaves,O,X (33% shade),6.5,6.5,6.5,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Pakchoi,Brassica rapa subsp. chinensis,Guam,Leaves,O,X (13% shade),4.0,4.0,4.0,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Pear,Pyrus communis,Uruguay,Fruit,I,X (under rainshield),3.01,3.01,3.01,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Pear,Pyrus communis,*,Flesh,I,F,3.6,3.6,3.6,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Pear,Pyrus communis,*,Fruit skin,I,F,3.6,3.6,3.6,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Potato,Solanum tuberosum,*,Tuber skin,I,F,3.9,3.9,3.9,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Potato,Solanum tuberosum,*,Tuber flesh,I,F,4.4,4.4,4.4,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Rice,Oryza sativa,Japan,Grain,I,F,4.42,4.42,4.42,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Rice,Oryza sativa,Japan,Husk,I,F,4.56,4.56,4.56,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Rice,Oryza sativa,Japan,Straw,I,F,11.83,11.83,11.83,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Spinach,Spinacia oleracea,*,Leaves,O,F,3.0,3.0,3.0,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Strawberry,Fragaria x ananassa,*,Fruit,O,F,2.0,2.0,2.0,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Strawberry,Fragaria x ananassa,USA,Leaves,O,F,4.1,4.1,4.1,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Tea,Camellia sinensis cv. Oolong,Taiwan,Leaves,O,F,1.8,2.08,1.94,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Tomato,Lycopersicon esculentum Mill. cv. Mountain Spring F1 Hybrid ,*,Seedling leaves,O,F,1.4,1.4,1.4,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Tomato,Lycopersicon esculentum Mill. ,"MD, USA",Leaves,I,F,8.3,25.4,16.9,CNC(=O)Oc1cccc2ccccc12
115,Carbaryl,1-naphthalenyl methylcarbamate,63-25-2,Tomato,Lycopersicon esculentum Mill. ,"FL, USA",Leaves,I,F,1.4,1.4,1.4,CNC(=O)Oc1cccc2ccccc12
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Amaranth (summer),Amaranthus spp.,China,Leaves,I,F,3.1,3.7,3.4,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Amaranth (autumn),Amaranthus spp.,China,Leaves,I,F,9.9,15.9,12.9,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Apple,Malus pumila Mill.,India,Fruit,I,F,3.9,3.9,3.9,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Apple,Malus pumila Mill.,Finland,Leaves,O,U,2.2,2.2,2.2,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Chrysanthemum,Chrysanthemum morifolium ,China,Buds,I,F,3.9,4.05,3.98,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Chrysanthemum,Chrysanthemum morifolium ,China,Flowers,I,F,3.31,3.45,3.38,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Creeping bentgrass,Agrostis palustris Huds,Canada,Thatch,I,F,17.5,17.5,17.5,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Crown daisy (summer),Glebionis coronaria,China,Leaves,I,F,2.7,3.3,3.0,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Crown daisy (autumn),Glebionis coronaria,China,Leaves,I,F,7.4,23.7,15.55,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Eggplant,Solanum melongena,India,Fruit,I,F,4.59,5.03,4.81,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Ginseng,Panax notoginseng ,China,Root,I,F,3.29,3.39,3.34,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Ginseng,Panax notoginseng ,China,Leaves,I,F,6.71,6.77,6.74,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Grape,Vitis vinifera var. Anab-E-Sahi,India,Fruit,I,F,5.0,5.0,5.0,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Grape,Vitis vinifera L. var. Thompson seedless,India,Fruit,I,F,4.6,7.3,5.95,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Lettuce (summer),Lactuca sativa,China,Leaves,I,F,1.7,2.6,2.15,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Lettuce (autumn),Lactuca sativa,China,Leaves,I,F,2.7,4.3,3.5,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Mango,Mangifera indica,India,Fruit,I,F,6.5,7.0,6.75,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Mango,Mangifera indica,India,Fruit,I,X (post harvest),19.0,40.0,29.5,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Mango,Mangifera indica,India,Fruit,I,F,1.0,5.0,3.0,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Oilseed rape (summer),Brassica napus,China,Leaves,I,F,3.4,4.3,3.85,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Oilseed rape (autumn),Brassica napus,China,Leaves,I,F,4.3,5.8,5.05,COC(=O)Nc1[nH]c2ccccc2n1
