PPDB Ref no,Pesticide,Chemical Name (CAS),CAS RN,Plant,Scientific name,Study location,Matrix,IN or ON matrix,Field or Undercover,Min (days),Max (days),Mean (days),SMILES
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Oilseed rape,Brassica napus,*,Whole plant,I,F,32.0,32.0,32.0,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Ophiopogon,Ophiopogon japonicus Thunb.,*,Root,I,F,2.01,3.6,2.81,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Ophiopogon,Ophiopogon japonicus Thunb.,*,Leaves,I,F,3.6,5.35,4.48,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Pakchoi (summer),Brassica rapa subsp. chinensis,China,Leaves,I,F,3.5,4.2,3.85,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Pakchoi (autumn),Brassica rapa subsp. chinensis,China,Leaves,I,F,4.3,7.0,5.65,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Peach,Prunus persica,Brazil,Fruit,I,F,15.5,15.5,15.5,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Pomegranate,Punica granatum L. cv. Bhagwa,India,Fruit,I,F,2.0,3.25,2.75,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Pomegranate,Punica granatum,India,Fruit,I,F,17.3,22.8,20.05,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Soybean,Glycine max,China,Whole plant,I,F,18.3,21.6,19.95,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Spinach (summer),Spinacia oleracea,China,Leaves,I,F,2.9,3.2,3.05,COC(=O)Nc1[nH]c2ccccc2n1
116,Carbendazim,methyl 1H-benzimidazol-2-ylcarbamate,10605-21-7,Spinach (autumn),Spinacia oleracea,China,Leaves,I,F,4.9,8.6,7.6,COC(=O)Nc1[nH]c2ccccc2n1
118,Carbofuran,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl methylcarbamate",1563-66-2,Alfalfa,Medicago sativa,"MA, USA",Leaves,O,F,1.9,1.9,1.9,CNC(=O)Oc1cccc2CC(C)(C)Oc12
118,Carbofuran,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl methylcarbamate",1563-66-2,Chickpea,Cicer arietinum L. cv. Pusa 362,India,Fruit,I,F,11.0,12.1,11.55,CNC(=O)Oc1cccc2CC(C)(C)Oc12
118,Carbofuran,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl methylcarbamate",1563-66-2,Chinese cabbage,Brassica rapa subsp. pekinensis,India,Leaves,I,F,2.5,2.5,2.5,CNC(=O)Oc1cccc2CC(C)(C)Oc12
118,Carbofuran,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl methylcarbamate",1563-66-2,Cotton,Gossypium hirsutum L.,"AZ, USA",Leaves,O,F,1.1,1.1,1.1,CNC(=O)Oc1cccc2CC(C)(C)Oc12
118,Carbofuran,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl methylcarbamate",1563-66-2,Grapefruit,Citrus ¡Ñ paradisi,"CA, USA",Leaves,O,F,4.6,7.4,6.0,CNC(=O)Oc1cccc2CC(C)(C)Oc12
118,Carbofuran,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl methylcarbamate",1563-66-2,Lemon,Citrus x limon,"CA, USA",Leaves,O,F,7.4,8.8,8.1,CNC(=O)Oc1cccc2CC(C)(C)Oc12
118,Carbofuran,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl methylcarbamate",1563-66-2,Onion,Allium cepa L.,India,Bulb,I,F,4.5,4.5,4.5,CNC(=O)Oc1cccc2CC(C)(C)Oc12
118,Carbofuran,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl methylcarbamate",1563-66-2,Orange,Citrus x sinensis,"CA, USA",Leaves,O,F,10.0,13.0,11.5,CNC(=O)Oc1cccc2CC(C)(C)Oc12
118,Carbofuran,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl methylcarbamate",1563-66-2,Orange,Citrus x sinensis,"FL, USA",Leaves,O,F,3.2,3.7,3.45,CNC(=O)Oc1cccc2CC(C)(C)Oc12
118,Carbofuran,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl methylcarbamate",1563-66-2,Strawberry,"Fragaria x ananassa vars. Day-neutral, Tioga & Tufts","CA, USA",Fruit,I,F,1.39,3.21,2.3,CNC(=O)Oc1cccc2CC(C)(C)Oc12
118,Carbofuran,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl methylcarbamate",1563-66-2,Tea,Camellia sinensis cv. Ooolong,Taiwan,Leaves,O,F,1.65,2.35,2.0,CNC(=O)Oc1cccc2CC(C)(C)Oc12
118,Carbofuran,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl methylcarbamate",1563-66-2,Tobacco,Nicotiana tobacum L. var. Hicks,USA,Leaves (young),I,F,4.0,4.0,4.0,CNC(=O)Oc1cccc2CC(C)(C)Oc12
118,Carbofuran,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl methylcarbamate",1563-66-2,Tomato,Lycopersicon esculentum Mill.,India,Fruit,I,F,10.0,10.0,10.0,CNC(=O)Oc1cccc2CC(C)(C)Oc12
118,Carbofuran,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl methylcarbamate",1563-66-2,Tomato,Lycopersicon esculentum Mill. cv. Pusa Ruby,India,Fruit,I,F,11.9,13.1,12.5,CNC(=O)Oc1cccc2CC(C)(C)Oc12
120,Carbophenothion,"S-(((4-chlorophenyl)thio)methyl) O,O-diethyl phosphorodithioate",786-19-6,Lemon,Citrus x limon,"CA, USA",Fruit,I,F,6.0,13.0,9.5,CCO[P](=S)(OCC)SCSc1ccc(Cl)cc1
120,Carbophenothion,"S-(((4-chlorophenyl)thio)methyl) O,O-diethyl phosphorodithioate",786-19-6,Orange,Citrus x sinensis cv. Washington Navel,"CA, USA",Fruit,I,F,16.0,21.0,18.5,CCO[P](=S)(OCC)SCSc1ccc(Cl)cc1
120,Carbophenothion,"S-(((4-chlorophenyl)thio)methyl) O,O-diethyl phosphorodithioate",786-19-6,Orange,Citrus x sinensis,"FL, USA",Leaves,O,F,1.8,7.0,4.6,CCO[P](=S)(OCC)SCSc1ccc(Cl)cc1
120,Carbophenothion,"S-(((4-chlorophenyl)thio)methyl) O,O-diethyl phosphorodithioate",786-19-6,Orange,Citrus x sinensis,"Florida, USA",Leaves,O,F,2.94,6.03,4.49,CCO[P](=S)(OCC)SCSc1ccc(Cl)cc1
120,Carbophenothion,"S-(((4-chlorophenyl)thio)methyl) O,O-diethyl phosphorodithioate",786-19-6,Orange,Citrus x sinensis,"Florida, USA",Leaves,I,F,3.1,7.0,5.05,CCO[P](=S)(OCC)SCSc1ccc(Cl)cc1
121,Carbosulfan,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl [(dibutylamino)thio]methylcarbamate",55285-14-8,Eggplant,Solanum melongena,India,Fruit,I,F,1.8,1.8,1.8,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12
121,Carbosulfan,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl [(dibutylamino)thio]methylcarbamate",55285-14-8,Grapefruit,Citrus ¡Ñ paradisi,"CA, USA",Leaves,O,F,3.0,3.4,3.2,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12
121,Carbosulfan,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl [(dibutylamino)thio]methylcarbamate",55285-14-8,Lemon,Citrus x limon,"CA, USA",Leaves,O,F,3.3,4.2,3.75,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12
121,Carbosulfan,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl [(dibutylamino)thio]methylcarbamate",55285-14-8,Orange,Citrus x sinensis,"CA, USA",Leaves,O,F,1.7,4.4,3.05,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12
121,Carbosulfan,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl [(dibutylamino)thio]methylcarbamate",55285-14-8,Orange,Citrus x sinensis cv. Valencia,"Florida, USA",Leaves,O,F,1.8,4.2,3.0,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12
121,Carbosulfan,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl [(dibutylamino)thio]methylcarbamate",55285-14-8,Orange,Citrus x sinensis cv. valencia,"CA, USA",Leaves,O,F,4.0,4.0,4.0,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12
121,Carbosulfan,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl [(dibutylamino)thio]methylcarbamate",55285-14-8,Orange,Citrus x sinensis cv. Valencia,*,Fruit,I,F,4.0,4.0,4.0,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12
121,Carbosulfan,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl [(dibutylamino)thio]methylcarbamate",55285-14-8,Peach,Prunus persica,Spain,Fruit,I,F,7.4,9.53,4.87,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12
121,Carbosulfan,"2,3-dihydro-2,2-dimethyl-7-benzofuranyl [(dibutylamino)thio]methylcarbamate",55285-14-8,Potato,Solanum tuberosum,Egypt,Leaves,O,F,2.86,2.86,2.86,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12
123,Carfentrazone ethyl,"ethyl alpha,2-dichloro-5-(4-(difluoromethyl)-4,5-dihydro-3-methyl-5-oxo-1H-1,2,4-triazol-1-yl)-4-fluorobenzenepropanoate",128639-02-1,Rice,Oryza sativa,China,Leaves,I,F,5.2,5.7,5.45,CCOC(=O)C(Cl)Cc1cc(N2N=C(C)N(C(F)F)C2=O)c(F)cc1Cl
124,Cartap,"S,S'-(2-(dimethylamino)-1,3-propanediyl) dicarbamothioate",15263-53-3,Apple,Malus pumila Mill.,China,Fruit,O,F,2.0,3.0,2.5,CN(C)C(CSC(N)=O)CSC(N)=O
124,Cartap,"S,S'-(2-(dimethylamino)-1,3-propanediyl) dicarbamothioate",15263-53-3,Cabbage,Brassica oleracea capitata,China,Leaves,I,F,2.8,2.8,2.8,CN(C)C(CSC(N)=O)CSC(N)=O
124,Cartap,"S,S'-(2-(dimethylamino)-1,3-propanediyl) dicarbamothioate",15263-53-3,Eggplant,Solanum melongena,India,Fruit,I,F,2.0,2.0,2.0,CN(C)C(CSC(N)=O)CSC(N)=O
134,Chlordane,"1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-4,7-methano-1H-indene",57-74-9,Alfalfa,Medicago sativa,*,Leaves,I,F,9.0,9.0,9.0,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
134,Chlordane,"1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-4,7-methano-1H-indene",57-74-9,Annual bluegrass,Poa annua L.,Canada,Thatch,I,F,76.2,76.2,76.2,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
134,Chlordane,"1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-4,7-methano-1H-indene",57-74-9,Kale,Brassica oleracea var. Sabellica,"MD, USA",Leaves,I,F,2.3,2.3,2.3,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
134,Chlordane,"1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-4,7-methano-1H-indene",57-74-9,Lemon,Citrus x limon ,"CA, USA",Peel,I,F,19.0,19.0,19.0,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
136,Chlorfenapyr,4-bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile,122453-73-0,Cabbage,Brassica oleracea capitata,*,Leaves,I,F,2.2,2.6,2.4,CCOCn1c(c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F
136,Chlorfenapyr,4-bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile,122453-73-0,Cabbage,Brassica oleracea capitata,India,Leaves,I,F,2.93,3.62,3.28,CCOCn1c(c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F
136,Chlorfenapyr,4-bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile,122453-73-0,Eggplant,Solanum melongena,China,Fruit,I,F,3.5,3.8,3.6,CCOCn1c(c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F
136,Chlorfenapyr,4-bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile,122453-73-0,Lettuce,Lactuca sativa L. cv. Lolla Rosa,Republic of Korea,Leaves,I,U,6.3,6.3,6.3,CCOCn1c(c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F
136,Chlorfenapyr,4-bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile,122453-73-0,Okra,Abelmoschus esculentus,Saudi Arabia,Leaves,I,F,2.11,3.96,3.04,CCOCn1c(c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F
136,Chlorfenapyr,4-bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile,122453-73-0,Okra,Abelmoschus esculentus,Saudi Arabia,Fruit,I,F,0.2,0.21,3.04,CCOCn1c(c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F
136,Chlorfenapyr,4-bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile,122453-73-0,Orange,Citrus x sinensis,Egypt,Fruit,O,F,2.85,2.85,2.85,CCOCn1c(c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F
136,Chlorfenapyr,4-bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile,122453-73-0,Pakchoi,Brassica rapa subsp. chinensis,China,Leaves,I,F,1.37,1.37,1.37,CCOCn1c(c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F
136,Chlorfenapyr,4-bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile,122453-73-0,Pepper (chilli),Capsicum annuum L.,India,Fruit,I,F,2.93,2.96,2.95,CCOCn1c(c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F
136,Chlorfenapyr,4-bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile,122453-73-0,Squash,Cucurbita spp.,Saudi Arabia,Leaves,I,U,3.05,4.63,3.84,CCOCn1c(c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F
136,Chlorfenapyr,4-bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile,122453-73-0,Squash,Cucurbita spp.,Saudi Arabia,Fruit,I,U,3.25,6.58,3.94,CCOCn1c(c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F
136,Chlorfenapyr,4-bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile,122453-73-0,Tomato,Lycopersicon esculentum Mill.,Uruguay,Fruit,I,U,7.0,7.0,7.0,CCOCn1c(c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F
136,Chlorfenapyr,4-bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile,122453-73-0,Tomato,Lycopersicon esculentum Mill.,Egypt,Fruit,O,*,2.89,2.89,2.89,CCOCn1c(c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F
137,Chlorfenson,4-chlorophenyl 4-chlorobenzenesulfonate,80-33-1,Orange,Citrus x sinensis,*,Peel,I,F,5.0,5.0,5.0,Clc1ccc(O[S](=O)(=O)c2ccc(Cl)cc2)cc1
138,Chlorfenvinphos,"2-chloro-1-(2,4-dichlorophenyl)ethenyl diethyl phosphate",470-90-6,Lemon,Citrus x limon,Spain,Fruit,I,F,17.33,23.1,20.22,CCO[P](=O)(OCC)OC(=C\Cl)/c1ccc(Cl)cc1Cl
139,Chlorfluazuron,"N-(((3,5-dichloro-4-((3-chloro-5-(trifluoromethyl)-2-pyridinyl)oxy)phenyl)amino)carbonyl)-2,6-difluorobenzamide",71422-67-8,Jujube,Ziziphus jujuba,*,Leaves,I,F,3.1,3.1,3.1,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(Oc3ncc(cc3Cl)C(F)(F)F)c(Cl)c2
139,Chlorfluazuron,"N-(((3,5-dichloro-4-((3-chloro-5-(trifluoromethyl)-2-pyridinyl)oxy)phenyl)amino)carbonyl)-2,6-difluorobenzamide",71422-67-8,Leafy vegetables,*,China,Leaves,I,U,3.79,4.89,4.34,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(Oc3ncc(cc3Cl)C(F)(F)F)c(Cl)c2
139,Chlorfluazuron,"N-(((3,5-dichloro-4-((3-chloro-5-(trifluoromethyl)-2-pyridinyl)oxy)phenyl)amino)carbonyl)-2,6-difluorobenzamide",71422-67-8,Peach,Prunus persica,Republic of Korea,Fruit,I,F,7.15,8.56,7.86,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(Oc3ncc(cc3Cl)C(F)(F)F)c(Cl)c2
139,Chlorfluazuron,"N-(((3,5-dichloro-4-((3-chloro-5-(trifluoromethyl)-2-pyridinyl)oxy)phenyl)amino)carbonyl)-2,6-difluorobenzamide",71422-67-8,Rice,Oryza sativa,China,Whole plant,I,F,6.01,6.27,6.14,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(Oc3ncc(cc3Cl)C(F)(F)F)c(Cl)c2
139,Chlorfluazuron,"N-(((3,5-dichloro-4-((3-chloro-5-(trifluoromethyl)-2-pyridinyl)oxy)phenyl)amino)carbonyl)-2,6-difluorobenzamide",71422-67-8,Tea,Camellia sinensis cv. Oolong,China,Leaves,I,F,6.98,8.22,7.6,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(Oc3ncc(cc3Cl)C(F)(F)F)c(Cl)c2
143,Chlormequat chloride,"2-chloro-N,N,N-trimethylethanaminium chloride",999-81-5,Cotton,Gossypium hirsutum,China,Leaves,I,F,4.45,4.48,4.47,[Cl-].C[N+](C)(C)CCCl
143,Chlormequat chloride,"2-chloro-N,N,N-trimethylethanaminium chloride",999-81-5,Wheat,Triticum aestivum L.,China,Straw,I,F,3.15,4.56,3.86,[Cl-].C[N+](C)(C)CCCl
144,Chlorobenzilate,ethyl 4-chloro-alpha-(4-chlorophenyl)-a-hydroxybenzeneacetate,510-15-6,Lemon,Citrus x limon,"CA, USA",Leaves,O,F,6.3,26.0,18.0,CCOC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2
144,Chlorobenzilate,ethyl 4-chloro-alpha-(4-chlorophenyl)-a-hydroxybenzeneacetate,510-15-6,Orange,Citrus x sinensis,"CA, USA",Leaves,O,F,3.3,17.0,10.15,CCOC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2
144,Chlorobenzilate,ethyl 4-chloro-alpha-(4-chlorophenyl)-a-hydroxybenzeneacetate,510-15-6,Orange,Citrus x sinensis,"FL, USA",Leaves,O,F,4.3,5.2,4.75,CCOC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2
144,Chlorobenzilate,ethyl 4-chloro-alpha-(4-chlorophenyl)-a-hydroxybenzeneacetate,510-15-6,Orange,Citrus x sinensis,"FL, USA",Leaves,O,F,6.3,26.0,16.15,CCOC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2
144,Chlorobenzilate,ethyl 4-chloro-alpha-(4-chlorophenyl)-a-hydroxybenzeneacetate,510-15-6,Orange,Citrus x sinensis,"FL, USA",Fruit,O,F,4.3,5.2,4.75,CCOC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2
145,Chloroneb,"1,4-dichloro-2,5-dimethoxybenzene",2675-77-6,Cotton,Gossypium hirsutum var. Stoneville 213,USA,Whole plant,I,U,8.35,13.59,10.97,COc1cc(Cl)c(OC)cc1Cl
145,Chloroneb,"1,4-dichloro-2,5-dimethoxybenzene",2675-77-6,Cotton,Gossypium hirsutum var. Stoneville 213,USA,Whole plant,I,F,8.35,13.59,10.97,COc1cc(Cl)c(OC)cc1Cl
145,Chloroneb,"1,4-dichloro-2,5-dimethoxybenzene",2675-77-6,Green bean,Phaseolus vulgaris var. Wade,USA,Whole plant,I,U,6.36,7.79,7.08,COc1cc(Cl)c(OC)cc1Cl
145,Chloroneb,"1,4-dichloro-2,5-dimethoxybenzene",2675-77-6,Green bean,Phaseolus vulgaris var. Wade,USA,Whole plant,I,F,6.36,7.79,7.08,COc1cc(Cl)c(OC)cc1Cl
145,Chloroneb,"1,4-dichloro-2,5-dimethoxybenzene",2675-77-6,Kentucky bluegrass,Poa pratensis L.,USA,Thatch,I,F,8.7,69.3,39.0,COc1cc(Cl)c(OC)cc1Cl
145,Chloroneb,"1,4-dichloro-2,5-dimethoxybenzene",2675-77-6,Kentucky bluegrass,Poa pratensis L.,"IN, USA",Thatch,I,F,69.3,69.3,69.3,COc1cc(Cl)c(OC)cc1Cl
150,Chlorothalonil,"2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",1897-45-6,Apple,Malus pumila Mill. var. McIntosh,"NY, USA",Leaves,O,F,4.1,4.1,4.1,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
150,Chlorothalonil,"2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",1897-45-6,Apple,Malus pumila Mill.,*,Leaves,O,F,5.0,5.0,5.0,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
150,Chlorothalonil,"2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",1897-45-6,Banana,Musa spp.,Costa Rica,Leaves,I,F,3.9,3.9,3.9,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
150,Chlorothalonil,"2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",1897-45-6,Bentgrass,Agrostis palustris var. Huds,USA,Blades,O,F,2.2,5.6,3.9,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
150,Chlorothalonil,"2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",1897-45-6,Betel,Piper betle,India,Leaves,I,F,4.62,6.02,5.32,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
150,Chlorothalonil,"2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",1897-45-6,Cabbage (spring),Brassica oleracea capitata,China,Head,I,F,1.8,4.1,2.95,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
150,Chlorothalonil,"2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",1897-45-6,Cabbage,Brassica oleracea capitata,China,Leaves,I,F,1.7,1.7,1.7,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
150,Chlorothalonil,"2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",1897-45-6,Chinese cabbage,Brassica rapa subsp. pekinensis,China,Leaves,I,F,4.0,5.9,4.95,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
150,Chlorothalonil,"2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",1897-45-6,Chrysanthemum,Chrysanthemum morifolium ,*,Leaves,O,U,3.2,5.3,4.25,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
150,Chlorothalonil,"2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",1897-45-6,Cranberry,Vaccinium spp.,"MA, USA",Fruit,I,F,12.1,13.2,12.65,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
150,Chlorothalonil,"2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",1897-45-6,Creeping bentgrass,Agrostis stolonifera L. var. Penncross,"WI, USA",Leaves,O,F (at 10 DegC),9.5,9.5,9.5,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
150,Chlorothalonil,"2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",1897-45-6,Creeping bentgrass,Agrostis stolonifera L. var. Penncross,"WI, USA",Leaves,O,F (at 20 DegC),4.3,4.3,4.3,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
150,Chlorothalonil,"2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",1897-45-6,Creeping bentgrass,Agrostis stolonifera L. var. Penncross,"WI, USA",Leaves,O,F (at 30 DegC),4.0,4.0,4.0,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
150,Chlorothalonil,"2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",1897-45-6,Cucumber,Cucumis sativus L.,Brazil,Fruit,I,U,1.1,2.2,1.65,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
150,Chlorothalonil,"2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",1897-45-6,Cucumber,Cucumis sativus L.,Spain,Fruit,I,U,5.28,5.28,5.28,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
150,Chlorothalonil,"2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",1897-45-6,Grape,Vitis vinifera L. cv. Agawan & De Chaunac,Canada,Fruit,O,F,10.0,15.0,12.5,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
150,Chlorothalonil,"2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",1897-45-6,Onion,Allium cepa L.,*,Leaves,O,F,3.0,3.0,3.0,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
150,Chlorothalonil,"2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",1897-45-6,Pepper,Capsicum spp.,Spain,Fruit,I,U,7.34,7.34,7.34,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
150,Chlorothalonil,"2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",1897-45-6,Potato,Solanum tuberosum,*,Leaves,O,*,1.23,7.3,4.27,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
150,Chlorothalonil,"2,4,5,6-tetrachloro-1,3-benzenedicarbonitrile",1897-45-6,Spinach,Spinacia oleracea,China,Leaves,I,F,2.63,3.39,3.01,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
